title,addr,url,size,price
个人出租 新东方花园 高新会展附近 可月付拎包入住, 高新  国际会展中心租房 新东方花园,http://jn.ganji.com//fang1/2923347348x.htm,15㎡,550
个人个人贤文花园南区  次卧 中等装修, 高新  国际会展中心租房 贤文花园,http://jn.ganji.com//fang1/2923343319x.htm,30㎡,600
个人单间出租 舜泰广场、汉峪金谷、奥体旁 精装次卧 配套齐全, 高新  舜华南路租房 中铁逸都国际,http://jn.ganji.com//fang3/2923291281x.htm,12㎡,350
个人房源高新区盛景家园拎包入住免物业免网费, 高新  国际会展中心租房 盛景家园,http://jn.ganji.com//fang3/2923211139x.htm,12㎡,550
"(单间出租)鑫盛大厦附近,中海天悦府,出租小单间一间,价格实",   租房,http://jn.ganji.com//fang3/2922776499x.htm,12㎡,450
万达华府单间出租，会展中心 鑫苑国际 高新万达广场 铭盛, 高新  国际会展中心租房 万达华府,http://jn.ganji.com//fang3/2922757128x.htm,20㎡,500
汉峪金谷旁，顺泰广场，南向次卧有阳台，带独立洗漱。o中介, 高新  奥体中心租房 凤凰国际,http://jn.ganji.com//fang3/2921457450x.htm,16㎡,550
有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁软件园、青年人员创, 高新  奥体中心租房 济高舜奥华府,http://jn.ganji.com//fang3/2928293950x.htm,20㎡,300
汉峪金谷 舜泰广场 重汽1956 精装修 拎包入住, 高新  奥体中心租房 重汽1956,http://jn.ganji.com//fang3/2928943147x.htm,20㎡,450
汉峪金谷 舜泰广场 奥林逸城 精装修 拎包入住, 高新  舜华路租房 鲁邦奥林逸城,http://jn.ganji.com//fang3/2928943165x.htm,20㎡,600
汉峪金谷 舜泰广场 奥林逸城 精装修 拎包入住, 高新  奥体中心租房 鲁邦奥林逸城,http://jn.ganji.com//fang3/2920809087x.htm,20㎡,450
华创观礼 龙奥金座 奥体旁实墙次卧实惠出租 素质住户, 高新  奥体中心租房 中海奥龙观邸,http://jn.ganji.com//fang3/2927155123x.htm,20㎡,550
舜奥华府 房租就是350 干净整洁有大窗户 汉峪金谷舜泰广场, 高新  奥体中心租房 济高舜奥华府,http://jn.ganji.com//fang3/3009976214x.htm,26㎡,350
茗筑美嘉精品单间甩租干净卫生住户少交通方便随时看房拎包入住, 高新  国际会展中心租房 茗筑美嘉,http://jn.ganji.com//fang3/2924924290x.htm,15㎡,350
学习公寓精装带独为，有个人房源无，水电免费，干净卫生。, 长清  其他租房 鲁商常春藤,http://jn.ganji.com//fang3/2688545745x.htm,30㎡,500
济南爱干净，易相处女生合租，木地板，有暖气两室一厅, 历城  洪家楼租房 洪家楼小区三号院,http://jn.ganji.com//fang3/2930752969x.htm,120㎡,200
济南泉城人家男生女生青年公寓，专业保洁，有暖气, 历城  洪家楼租房 洪家楼小区三号院,http://jn.ganji.com//fang3/2930752924x.htm,130㎡,280
(出租)洪楼广场女生公寓260元/月, 历城  洪家楼租房 洪楼广场单位宿舍,http://jn.ganji.com//fang3/2773882637x.htm,20㎡,260
国际会展万达广场丁豪舜泰广场附近（香格里拉）出租公司地址, 高新  国际会展中心租房 汇展香格里拉,http://jn.ganji.com//fang1/3013132262x.htm,286㎡,400
可月付600至800元 免中/介费 祝甸 辛祝路 杏林苑小区, 历城  东风租房 辛祝路杏林苑,http://jn.ganji.com//fang3/3013013669x.htm,21㎡,600
花园路与七里河交叉口600至800元 可月付 免中/介费甩租, 历城  花园路租房 富翔天地,http://jn.ganji.com//fang3/3013012796x.htm,21㎡,600
600至800元 月付 免中/介费 祝甸 东方花园 杏林苑, 历城  祝甸租房 杏林苑单位宿舍,http://jn.ganji.com//fang3/3013012664x.htm,20㎡,600
五里山单位宿舍现代精装家电齐全户型方正, 市中  六里山租房 五里山单位宿舍,http://jn.ganji.com//fang1/3014484401x.htm,46㎡,600
"小区环境优雅，空气清爽，,乐天小区一区", 长清  文昌租房 乐天小区一区,http://jn.ganji.com//fang1/2923457400x.htm,51㎡,500
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 高新  奥体中心租房 济高舜奥华府,http://jn.ganji.com//fang3/2914569726x.htm,20㎡,350
茗筑美嘉精装温馨单人间，年末甩租家具齐全可长租可短租无中介, 高新  国际会展中心租房 茗筑美嘉,http://jn.ganji.com//fang3/2919389071x.htm,16㎡,350
精装主卧 家具家电齐全 房间干净卫生 小区安全 采光棒！, 高新  国际会展中心租房 聚鑫旺园,http://jn.ganji.com//fang3/2957606165x.htm,35㎡,550
紧邻汇隆广场 祝甸 洪家楼 精装修单间，随时看房, 高新  国际会展中心租房 御华嘉苑,http://jn.ganji.com//fang3/2895092709x.htm,15㎡,450
便宜次卧 精装修，干净，有免费宽带，暖气 空调 包物业, 高新  其他租房 草山岭东区,http://jn.ganji.com//fang3/2902354013x.htm,25㎡,500
汉峪金谷 龙奥大厦 玉兰广场旁德润天玺小区出租暖气家电全齐, 高新  奥体中心租房 德润天玺,http://jn.ganji.com//fang3/2889394435x.htm,25㎡,600
"家用电器新换，刚装修不久,济南市公安局经六路宿舍", 市中  其他租房 济南市公安局经六路宿舍,http://jn.ganji.com//fang1/2923457265x.htm,51㎡,500
"家电齐全，,蓝石大溪地", 槐荫  经十西路租房 蓝石大溪地,http://jn.ganji.com//fang1/2923455090x.htm,47㎡,500
我是房东 万达北明湖白鹭郡 拎包入住可短租月付, 高新  国际会展中心租房 明湖白鹭郡,http://jn.ganji.com//fang3/2895806115x.htm,20㎡,500
"(个人出租)舜泰广场,汉峪金谷对面奥林逸城,南向阳台带洗手盆", 高新  舜华路租房 鲁邦奥林逸城,http://jn.ganji.com//fang3/2931583636x.htm,14㎡,500
高新万达 齐鲁软件园 三庆财富 中铁财智 丁豪广场独立洗漱次, 高新  国际会展中心租房 丁豪广场,http://jn.ganji.com//fang3/2931535525x.htm,27㎡,500
高薪万达 鲁软件园 奥盛大厦 银荷大厦 中铁汇苑独立阳台次卧, 高新  国际会展中心租房 中铁汇苑,http://jn.ganji.com//fang3/2931535495x.htm,24㎡,500
经十路上齐鲁软件园舜泰广场汉峪金玉兰广场浪潮草山岭雅居园单间, 高新  国际会展中心租房 草山岭小区,http://jn.ganji.com//fang3/2931534355x.htm,22㎡,500
高新万达 齐鲁软件园 三庆财富 银荷大厦 盛世花城次卧, 历下  康虹路租房 天业盛世花城,http://jn.ganji.com//fang3/2931534373x.htm,27㎡,500
"有误乐设施，,丁字山路佳宝宿舍", 槐荫  南辛庄租房 丁字山路佳宝宿舍,http://jn.ganji.com//fang1/2923455024x.htm,47㎡,500
高新万达 齐鲁软件园 丁豪广场 三庆财富 香格里拉温馨次卧, 高新  国际会展中心租房 汇展香格里拉,http://jn.ganji.com//fang3/2931534337x.htm,25㎡,500
个人没 贤文花园南区 精装次卧 照片实拍 包网费物业费, 高新  国际会展中心租房 贤文花园,http://jn.ganji.com//fang1/2931325564x.htm,25㎡,550
个人出租舜泰广场，汉峪金谷旁北湖小区精装单间 房租可月付, 高新  舜华路租房 北湖小区,http://jn.ganji.com//fang3/2931003235x.htm,17㎡,500
个人单间齐鲁软件园 银河大厦 雨滴广场附近 可步行上下班, 高新  国际会展中心租房 中铁汇苑,http://jn.ganji.com//fang3/2930403463x.htm,17㎡,600
有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁软件园、青年人员创, 历城  凤歧路租房 东城逸家,http://jn.ganji.com//fang3/2929024174x.htm,15㎡,550
500元包暖气费，包网费，包水费，泉城广场东花园式小区随时看, 历下  文化东路租房 万豪国际,http://jn.ganji.com//fang1/2975949836x.htm,20㎡,500
省农药局研究所宿舍采光好装修也不错, 天桥  北园租房 省农药局研究所宿舍,http://jn.ganji.com//fang1/2923454862x.htm,44㎡,600
单间，万达丁豪广场，软件园银荷大厦，白领温馨的家，拎包入住, 高新  国际会展中心租房 万达华府,http://jn.ganji.com//fang3/2898636981x.htm,26㎡,450
精装卧室 交通便利 房干净卫生 温馨舒适 随时可看房, 高新  国际会展中心租房 新东方花园,http://jn.ganji.com//fang3/2923418023x.htm,28㎡,550
紧邻历城五中花园路只需450交通便利小乔直租好房不等人, 历城  祝甸租房 保利海德公馆西区,http://jn.ganji.com//fang3/2921944753x.htm,23㎡,450
北胡小区 汉峪新苑东城逸家 重汽1956舜奥华府各种单间公寓, 高新  国际会展中心租房 北胡灏苑(一区),http://jn.ganji.com//fang3/2921846581x.htm,18㎡,300
解放东路好声音ktv南朝南卧室免费WiFi双人席梦思公用阳台, 历下  解放东路租房 解放东路小鸭宿舍,http://jn.ganji.com//fang3/2910980166x.htm,28㎡,600
月付 牛旺庄 三居两卫 正规次卧 免费宽带 24h热水, 高新  国际会展中心租房 牛旺庄小区,http://jn.ganji.com//fang3/2890577736x.htm,20㎡,500
工人新村北村主卧朝南中等装修, 天桥  工人新村北村租房 工人新村北村,http://jn.ganji.com//fang1/2923454844x.htm,52㎡,600
高新万达旁  茗筑美嘉  精品单间出租 可短租 可押一付一, 高新  国际会展中心租房 茗筑美嘉,http://jn.ganji.com//fang3/2898855258x.htm,13㎡,600
汇隆广场旁 圣诞有活动 首月减八百 租房无压力,   租房,http://jn.ganji.com//fang3/2895421843x.htm,21㎡,450
一口价400，可押一付一，没中/介费，花园路历山路口林业大厦, 历城  花园路租房,http://jn.ganji.com//fang3/2936069267x.htm,12㎡,400
盛世花城小区出租单间，超市购物，交通便利，精装修，随时入住, 高新  国际会展中心租房 天业盛世花城,http://jn.ganji.com//fang3/2905322728x.htm,19㎡,600
万达对面万达华府有独立卫生间拎包入住, 高新  国际会展中心租房 万达华府,http://jn.ganji.com//fang3/2905322713x.htm,18㎡,400
单间，软件园银河大厦美莲广场高薪繁华商业圈，精装修，拎包入住, 高新  国际会展中心租房 中铁汇苑,http://jn.ganji.com//fang3/2952623669x.htm,21㎡,550
"正规开间,学区住宅,同乐园", 章丘  不限租房 同乐园,http://jn.ganji.com//fang1/2931579982x.htm,53㎡,500
高新万达旁  茗筑美嘉  精品单间出租 可短租 可押一付一, 高新  国际会展中心租房 茗筑美嘉,http://jn.ganji.com//fang3/2906987254x.htm,13㎡,600
高新万达旁  茗筑美嘉  精品单间出租 可短租 可押一付一, 高新  国际会展中心租房 茗筑美嘉,http://jn.ganji.com//fang3/2899084059x.htm,13㎡,600
洪家楼东精装独立卧室！可谈付一！有暖气特价！高新万达国际会展, 高新  国际会展中心租房 力高国际,http://jn.ganji.com//fang3/2926960082x.htm,18㎡,550
软件园舜泰附近单间出租带厨房空调, 高新  其他租房 草山岭东区,http://jn.ganji.com//fang3/2820155403x.htm,25㎡,500
高新万达旁  茗筑美嘉  精品单间出租 可短租 可押一付一, 高新  国际会展中心租房 茗筑美嘉,http://jn.ganji.com//fang3/2990105420x.htm,13㎡,600
独立厨房套间，精装单间，空间超大，有保洁打扫卫生，拎包入住, 历城  其他租房 周庄新园,http://jn.ganji.com//fang3/2905321987x.htm,25㎡,600
"南向,包物业网费,贤文花园,高新区会展中心,丁豪广场,新生活", 高新  国际会展中心租房 贤文花园,http://jn.ganji.com//fang3/2316262361x.htm,15㎡,399
"500带阳台,实体墙,草山岭东区,龙奥金座。舜泰广场,浪潮", 高新  齐鲁软件园租房 草山岭小区,http://jn.ganji.com//fang3/2352705713x.htm,20㎡,500
可月付 齐鲁软件园 铭盛大厦 银荷大厦 丁豪广场 拎包即住, 高新  国际会展中心租房 雅居园,http://jn.ganji.com//fang3/2931535504x.htm,22㎡,599
可月付 铭盛大厦 齐鲁软件园 银荷大厦 丁豪广场 拎包即住, 高新  国际会展中心租房 雅居园,http://jn.ganji.com//fang3/2931535519x.htm,25㎡,500
高薪万达 齐鲁软件园 奥盛大厦 留学人员创意基地 天悦府次卧, 高新  国际会展中心租房 中海天悦府(北区),http://jn.ganji.com//fang3/2931535489x.htm,24㎡,500
高薪万达 齐鲁软件园 三庆财富 大学科技园 万达华府精次卧, 高新  国际会展中心租房 万达华府,http://jn.ganji.com//fang3/2931534352x.htm,27㎡,500
600至800元 山大路与花园路交叉口 月付 免中/介费甩租, 历城  洪家楼租房 恒泰花园,http://jn.ganji.com//fang3/3013012778x.htm,20㎡,600
可以月付 免中/介费 华龙路七里河华能路600至800元不等, 历城  七里河租房 七里河小区,http://jn.ganji.com//fang3/2921987385x.htm,21㎡,600
月付 免中/介费550至800元不等 山大路沿线 山东大学附, 历城  山大路租房 利农花园,http://jn.ganji.com//fang3/2921987238x.htm,21㎡,600
出门便是高新区万达银河大厦软件园，三庆财富铭盛大厦，拎包入住, 高新  国际会展中心租房 贤文花园南区,http://jn.ganji.com//fang3/2929681183x.htm,26㎡,500
伟东新都 家具齐全 精装 干净整洁 出行便捷666, 市中  其他租房 伟东新都一区,http://jn.ganji.com//fang3/3012588575x.htm,26㎡,600
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 高新  舜华路租房 鲁邦奥林逸城,http://jn.ganji.com//fang3/3012479081x.htm,30㎡,500
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 高新  舜华路租房 重汽1956,http://jn.ganji.com//fang3/2921451288x.htm,30㎡,500
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 高新  旅游路高新段租房 凤凰国际,http://jn.ganji.com//fang3/3012479204x.htm,30㎡,500
十里河 留学人员创业园 环保科技园 力高国际精装独立厨房次卧, 历城  洪家楼租房 力高国际,http://jn.ganji.com//fang3/2931534349x.htm,25㎡,500
高新万达 齐鲁软件园 丁豪广场 中铁财智 贤文花园独立阳台次, 历下  康虹路租房 贤文花园,http://jn.ganji.com//fang3/2931534334x.htm,27㎡,500
有厨房做饭580，没中/介费可押一付一，花园路口林业大厦附近, 历下  历山路租房 鲁艺风景,http://jn.ganji.com//fang3/2931352471x.htm,15㎡,580
经十路 不租高价只为省心 380包物业网 精致装修 欢迎看房, 高新  其他租房 草山岭东区,http://jn.ganji.com//fang3/2930778898x.htm,17㎡,380
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 高新  舜华路租房 重汽1956,http://jn.ganji.com//fang3/2929569850x.htm,30㎡,500
盛世花城主卧出租 宽带免费房租月付个人房源无中介洗衣机冰箱有, 高新  国际会展中心租房 天业盛世花城,http://jn.ganji.com//fang3/2916817047x.htm,27㎡,500
"450双人间,大窗户,贤文花园,丁豪广场,高新万达,会展中心", 高新  国际会展中心租房 贤文花园,http://jn.ganji.com//fang3/2326537359x.htm,20㎡,450
未来城，有厨房，高新万达，开拓路，鑫苑国际，小鸭宿舍奥盛大厦, 高新  国际会展中心租房 未来城,http://jn.ganji.com//fang3/2314927469x.htm,17㎡,600
明湖白鹭郡实墙卧室，只要550，无中.介费可月付，高新万达合, 高新  国际会展中心租房 明湖白鹭郡,http://jn.ganji.com//fang3/2921812651x.htm,22㎡,550
聚鑫旺园精装次卧 温馨单间 开暖包物业 免 随时看房, 高新  国际会展中心租房 聚鑫旺园,http://jn.ganji.com//fang3/2873546509x.htm,25㎡,600
温馨单间 小区环境干净卫生 安全的小区门卫 房间舒适, 高新  国际会展中心租房 天业盛世花城,http://jn.ganji.com//fang3/2866010301x.htm,35㎡,600
惊爆了！急租！中建 图片真实首月免房租！西客站拎包入驻, 槐荫  高铁西客站租房 中建锦绣城,http://jn.ganji.com//fang3/2902644345x.htm,39㎡,570
高新万达旁  茗筑美嘉  精品单间出租 可短租 可押一付一, 高新  国际会展中心租房 茗筑美嘉,http://jn.ganji.com//fang3/2899080942x.htm,13㎡,600
贤文花园精品单间 家电齐全干净卫生欢迎入住, 高新  国际会展中心租房 贤文花园南区,http://jn.ganji.com//fang3/2786318901x.htm,20㎡,500
"女生合租,南向,草山岭东区,舜泰广场,龙奥金座,汉峪金谷奥体", 高新  齐鲁软件园租房 草山岭小区,http://jn.ganji.com//fang3/2296535358x.htm,15㎡,500
济南大学对面后龙小区1室1厅1厨1卫热水器网线水免费, 市中  济微路租房,http://jn.ganji.com//fang1/2921001207x.htm,30㎡,500
司里街小区家电齐全急租, 历下  泺源大街租房 司里街小区,http://jn.ganji.com//fang1/2931578053x.htm,42㎡,500
劳动局宿舍(大观园)环境好采光好, 市中  大观园租房 劳动局宿舍(大观园),http://jn.ganji.com//fang1/2923452744x.htm,49㎡,600
力诺瑞特单位宿舍房子装修好环境也好中介勿扰, 历下  其他租房 力诺瑞特单位宿舍,http://jn.ganji.com//fang1/3014478209x.htm,47㎡,600
平安山庄主卧朝南中等装修, 长清  文昌租房 平安山庄,http://jn.ganji.com//fang1/2931576874x.htm,57㎡,500
中铁汇苑 精装修 无网费房屋干净家具齐全 随时可以入住, 高新  国际会展中心租房 中铁汇苑,http://jn.ganji.com//fang3/2883843621x.htm,22㎡,400
高新万达 齐鲁软件园 三庆财富 中铁财智 丁豪广场独立洗漱主, 高新  国际会展中心租房 丁豪广场,http://jn.ganji.com//fang3/3014435813x.htm,30㎡,500
高薪万达 齐鲁软件园 三庆财富 大学科技园 万达华府精次卧, 高新  国际会展中心租房 万达华府,http://jn.ganji.com//fang3/3014434661x.htm,25㎡,500
个人出租 牛旺次卧，紧挨会展万达中铁丁豪拎包入住可月付, 高新  国际会展中心租房 牛旺庄小区,http://jn.ganji.com//fang1/3014370815x.htm,20㎡,500
个人个人万达广场 贤文花园 次卧带空调 配套齐全 拎包入住, 高新  国际会展中心租房 万达华府,http://jn.ganji.com//fang1/3014369864x.htm,15㎡,550
国际会展万达广场丁豪舜泰广场附近（香格里拉）出租公司地址, 高新  国际会展中心租房 汇展香格里拉,http://jn.ganji.com//fang1/3014358248x.htm,286㎡,400
金凤苑南区真心想租家私齐全, 天桥  北园租房 金凤苑南区,http://jn.ganji.com//fang1/2931574165x.htm,50㎡,600
个人房源高新盛景家园单间无任何费用, 高新  国际会展中心租房 盛景家园,http://jn.ganji.com//fang3/3014236229x.htm,10㎡,600
盛景家园过年甩租可短租长租送免租期随时看房, 高新  国际会展中心租房 盛景家园,http://jn.ganji.com//fang3/3014236133x.htm,12㎡,600
十里河 留学人员创业园 环保科技园 化纤厂路 保利华庭精装次, 历下  其他租房 保利华庭,http://jn.ganji.com//fang3/3013648175x.htm,25㎡,500
500至800元 可月付 免中/介费 山大路山东大学附近单间, 历下  山大南路租房 神光花园,http://jn.ganji.com//fang3/2996309561x.htm,20㎡,500
有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁软件园、青年人员创, 高新  奥体中心租房 济高舜奥华府,http://jn.ganji.com//fang3/3011939864x.htm,20㎡,400
汉峪金谷 舜泰广场 舜泰华府 精装修 拎包入住, 高新  奥体中心租房 济高舜奥华府,http://jn.ganji.com//fang3/3011840429x.htm,20㎡,400
铁道南街小区房子干净整洁, 天桥  其他租房 铁道南街小区,http://jn.ganji.com//fang1/2923448883x.htm,48㎡,500
汉峪金谷 舜泰广场 奥林逸城 精装修 拎包入住, 高新  奥体中心租房 鲁邦奥林逸城,http://jn.ganji.com//fang3/3011840432x.htm,20㎡,600
(个人单间出租)华创观礼 玉兰广场 舜奥华府 大面积次卧 空, 高新  奥体中心租房 济高舜奥华府,http://jn.ganji.com//fang3/2919357567x.htm,24㎡,600
(个人单间出租)舜泰广场 齐鲁软件园 东城逸家 南向带阳台, 历城  凤歧路租房 东城逸家,http://jn.ganji.com//fang3/3010427801x.htm,18㎡,470
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 高新  奥体中心租房 济高舜奥华府,http://jn.ganji.com//fang3/2919391341x.htm,30㎡,350
汉峪金谷 舜泰广场 奥体旁南次卧便宜租 素质住户 租有缘人, 高新  奥体中心租房 中海奥龙观邸,http://jn.ganji.com//fang3/3010053329x.htm,25㎡,600
济高舜奥华府 500元 3室2厅2卫 精装修采光好，拎包随时, 高新  奥体中心租房 济高舜奥华府,http://jn.ganji.com//fang3/2918965101x.htm,30㎡,500
急租鲁邦奥林逸城 500元 2室2厅2卫 精装修，家具家电齐, 高新  舜华路租房 鲁邦奥林逸城,http://jn.ganji.com//fang3/2918935221x.htm,26㎡,500
重汽1956 400元 3室2厅2卫 精装修，价格便宜，交通, 高新  舜华路租房 重汽1956,http://jn.ganji.com//fang3/2918859291x.htm,15㎡,400
丁豪万达软件园银河大厦舜泰广场中铁汇苑雅居园精装修拎包入住, 高新  国际会展中心租房 贤文花园南区,http://jn.ganji.com//fang3/2988459959x.htm,25㎡,500
过年活动价！西客站 首月免房租！精装 免wifi 带空调, 槐荫  高铁西客站租房 报业文苑,http://jn.ganji.com//fang3/3003805805x.htm,35㎡,550
新东方花园单间出租 主卧独卫 主卧南向带阳台性价比高无, 高新  国际会展中心租房 新东方花园,http://jn.ganji.com//fang3/2911303054x.htm,24㎡,450
工业南路茂岭花苑三户合租一楼有暖气能做饭双人大床非/中/介, 历下  解放东路租房 鲍德茂岭花苑,http://jn.ganji.com//fang3/3005300342x.htm,18㎡,599
明湖白鹭郡，实墙卧室+厨房，只要550，仅此一间，高新万达合, 高新  国际会展中心租房 明湖白鹭郡,http://jn.ganji.com//fang3/3003888653x.htm,22㎡,550
盛世花城精装卧室 家具家电齐全 免物业网 随时看房, 高新  国际会展中心租房 天业盛世花城,http://jn.ganji.com//fang3/2874137893x.htm,30㎡,600
精装温馨卧室 简单舒适 房间干净卫生 随时可看房！！！, 高新  国际会展中心租房 明湖白鹭郡,http://jn.ganji.com//fang3/2874117943x.htm,20㎡,450
月付 次卧出租 家具家电全齐 拎包入住宽带已开通, 高新  国际会展中心租房 未来城,http://jn.ganji.com//fang3/2978517395x.htm,20㎡,450
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 高新  舜华南路租房 中铁逸都国际,http://jn.ganji.com//fang3/2921451432x.htm,30㎡,500
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 高新  奥体中心租房 济高舜奥华府,http://jn.ganji.com//fang3/2929582243x.htm,30㎡,450
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 高新  奥体中心租房 北胡灏苑(一区),http://jn.ganji.com//fang3/2929582126x.htm,30㎡,500
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 历城  凤歧路租房 东城逸家,http://jn.ganji.com//fang3/2929582195x.htm,30㎡,500
汉峪金谷旁，顺泰广场，南向次卧有阳台，带独立洗漱。o中介, 高新  奥体中心租房 凤凰国际,http://jn.ganji.com//fang3/2929590172x.htm,16㎡,550
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 高新  齐鲁软件园租房 龙园小区,http://jn.ganji.com//fang3/2929582072x.htm,30㎡,500
个人房源可拎包入住有需要在汉峪金谷、舜泰广场、玉兰广场、齐鲁, 高新  舜华路租房 德润天玺,http://jn.ganji.com//fang3/3012478883x.htm,30㎡,500
出门便是高新汉峪金谷，舜泰广场，紧邻软件园美莲，奥体中心, 高新  旅游路高新段租房 凤凰国际,http://jn.ganji.com//fang3/2921113896x.htm,30㎡,500
商职学院教工宿舍价格实惠房东自住, 历城  东风租房 商职学院教工宿舍,http://jn.ganji.com//fang1/3014475128x.htm,57㎡,500
海尔绿城玫瑰园家电齐全小区安静, 高新  其他租房 海尔绿城玫瑰园,http://jn.ganji.com//fang1/3014475095x.htm,59㎡,600
东城逸家玉兰广场奥体中心舜泰广场舜华路经十奥体舜奥华府合租, 历城  凤歧路租房 东城逸家逸贤园2区,http://jn.ganji.com//fang3/2995903184x.htm,16㎡,599
月付 短租 丁豪广场 次卧精装 包网费 拎包入住, 高新  国际会展中心租房 贤文花园,http://jn.ganji.com//fang3/2890203220x.htm,20㎡,600
单间，软件园银河大厦美莲广场舜泰广场出门便是高薪繁华商业圈, 高新  国际会展中心租房 中铁汇苑,http://jn.ganji.com//fang3/2865871302x.htm,22㎡,550
铁路南苑 紧邻贵和 精装正规卧室 干净整洁 双气无线 拎包住, 市中  二环南路租房 铁路南苑小区,http://jn.ganji.com//fang3/2900126139x.htm,20㎡,300
高新万达旁，茗筑美嘉，精品单间出租，可短租，押一付一随时看房, 高新  国际会展中心租房 茗筑美嘉,http://jn.ganji.com//fang3/2901368473x.htm,13㎡,600
高新万达旁，茗筑美嘉，精品单间出租，可短租，押一付一随时看房, 高新  国际会展中心租房 茗筑美嘉,http://jn.ganji.com//fang3/2901365614x.htm,13㎡,600
杨北小区出租可月付无杂费, 历城  工业北路租房 杨北小区,http://jn.ganji.com//fang1/2931573565x.htm,42㎡,600
六合里小区主卧朝南中等装修, 天桥  三孔桥街租房 六合里小区,http://jn.ganji.com//fang1/3014474666x.htm,48㎡,600
精装次卧只租560元--邻舜泰广场玉兰广场奥体中心汉峪金谷, 高新  舜华南路租房,http://jn.ganji.com//fang3/2728856961x.htm,18㎡,560
汇富苑小区 简单装修 便宜出租, 长清  其他租房 汇富苑小区,http://jn.ganji.com//fang1/2865948195x.htm,40㎡,600
汉峪金谷，德润天玺小区，精品单间出租，可短租，押一付一。, 高新  舜华路租房 德润天玺,http://jn.ganji.com//fang3/2972237705x.htm,12㎡,600
海信慧园南向带空调 全新家具无 宽带免费押一付一拎包住, 历下  康虹路租房 海信慧园,http://jn.ganji.com//fang3/2879626497x.htm,32㎡,550
二环东路七里堡加油站北 温馨单间带空调 家具齐全 无中.介费, 历城  七里堡租房 七里堡小区,http://jn.ganji.com//fang3/2851761907x.htm,20㎡,500
出租单间6001100 拎包入住 家具家电齐全, 槐荫  高铁西客站租房 金科城,http://jn.ganji.com//fang1/2916782268x.htm,120㎡,600
舜耕路58号院 大院有车位 房子装修极好 南北通透卧室有阳台, 市中  舜耕路租房 舜耕路58号院,http://jn.ganji.com//fang3/2917626426x.htm,32㎡,550
德裕家园阳台卫生间都有采光也好, 槐荫  道德街租房 德裕家园,http://jn.ganji.com//fang1/2931569488x.htm,47㎡,500
山东省水产企业集团总公司宿舍简单装修独立卫生, 历下  千佛山租房 山东省水产企业集团总公司宿舍,http://jn.ganji.com//fang1/2923444164x.htm,55㎡,600
凤凰山武警宿舍豪装走过路过别错过, 天桥  凤凰山路租房 凤凰山武警宿舍,http://jn.ganji.com//fang1/3014469704x.htm,54㎡,600
朝南卧室 精装修 靠近万达广场 家具齐全 随时联系看房, 高新  国际会展中心租房 万达华府,http://jn.ganji.com//fang3/2959287647x.htm,36㎡,500
会展中心丁豪银座万达软件园舜泰精装修拎包入住随时看房, 高新  国际会展中心租房 茗筑美嘉,http://jn.ganji.com//fang3/3000863171x.htm,20㎡,600
北园大街明湖北路 押一付一 精装单间独立厨房可做饭 随时入住, 天桥  北园租房 清荷苑,http://jn.ganji.com//fang3/2890877271x.htm,20㎡,550
月付 免中/介费500至800元 长短租均可 山大路沿线单间, 历下  山大南路租房 神光花园,http://jn.ganji.com//fang3/2996310620x.htm,20㎡,500
玉函新南区  押一付一 家具家电齐全 合租单间, 市中  玉函路租房 玉函新南区,http://jn.ganji.com//fang3/3011563898x.htm,20㎡,400
年底急租！祝甸东方花园 干净整洁 主卧带阳台 家具齐全, 历城  祝甸租房 祝甸东方花园,http://jn.ganji.com//fang3/2912872492x.htm,25㎡,600
三箭银苑价格实惠房东自住, 市中  其他租房 三箭银苑,http://jn.ganji.com//fang1/2923442745x.htm,54㎡,600
首付减800房租月付 齐鲁软件园 美莲广场 包物业取暖网, 高新  齐鲁软件园租房 雅居园,http://jn.ganji.com//fang3/2978230775x.htm,25㎡,433
非中jie三户合租工业南路化纤厂路中建苑一楼有暖气独立厨房, 历城  其他租房 中建苑,http://jn.ganji.com//fang3/3004400492x.htm,22㎡,599
高新万达附近，实墙卧室+厨房，只要550，无中介可月付，明湖, 高新  国际会展中心租房 明湖白鹭郡,http://jn.ganji.com//fang3/3003076562x.htm,25㎡,550
